Coordinates:
0.0,0.526315789474,1.05263157895,1.57894736842,2.10526315789,2.63157894737,3.15789473684,3.68421052632,4.21052631579,4.73684210526,5.26315789474,5.78947368421,6.31578947368,6.84210526316,7.36842105263,7.89473684211,8.42105263158,8.94736842105,9.47368421053,10.0,
Volumes:
0.263157894737,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.526315789474,0.263157894737,

 Time(s), delta (-) on vertices
48607.4071045,1.803094528,
48733.3330296,1.803094272,
48859.2589547,1.803094016,
48985.1848799,1.80309376,
49111.110805,1.803093504,
49237.0367302,1.803093248,
49362.9626553,1.803092992,
49488.8885804,1.803092736,
49614.8145056,1.80309248,
49740.7404307,1.803092224,
49866.6663559,1.803091968,
49992.592281,1.8030920192,
50118.5182062,1.8030920704,
50244.4441313,1.8030921216,
50370.3700564,1.8030921728,
50496.2959816,1.80309216256,
50622.2219067,1.80309215232,
50748.1478319,1.80309215437,
50874.073757,1.80309215642,
50999.9996821,1.80309215846,
51125.9256073,1.80309215805,
51251.8515324,1.80309215764,
51377.7774576,1.80309215724,
51503.7033827,1.80309215732,
51629.6293078,1.8030921574,
51755.555233,1.80309215738,
51881.4811581,1.80309215737,
52007.4070833,1.80309215735,
52133.3330084,1.80309215735,
52259.2589336,1.80309215736,
52385.1848587,1.80309215736,
52511.1107838,1.80309215736,
52637.036709,1.80309215736,
52762.9626341,1.80309215736,
52888.8885593,1.80309215736,
53014.8144844,1.80309215736,
53140.7404095,1.80309215736,
53266.6663347,1.80309215736,
53392.5922598,1.80309215736,
53518.518185,1.80309215736,
53644.4441101,1.80309215736,
53770.3700352,1.80309215736,
53896.2959604,1.80309215736,
54022.2218855,1.70309215736,
54148.1478107,1.72309215736,
54274.0737358,1.74309215736,
54399.999661,1.76309215736,
54525.9255861,1.78309215736,
54651.8515112,1.80309215736,
54777.7774364,1.82309215736,
54903.7033615,1.81909215736,
55029.6292867,1.81989215736,
55155.5552118,1.81973215736,
55281.4811369,1.81957215736,
55407.4070621,1.81941215736,
55533.3329872,1.81925215736,
55659.2589124,1.81909215736,
55785.1848375,1.81893215736,
55911.1107626,1.81877215736,
56037.0366878,1.81861215736,
56162.9626129,1.81845215736,
56288.8885381,1.81829215736,
56414.8144632,1.81813215736,
56540.7403884,1.81797215736,
56666.6663135,1.81781215736,
56792.5922386,1.81765215736,
56918.5181638,1.81749215736,
57044.4440889,1.81733215736,
57170.3700141,1.81717215736,
57296.2959392,1.81701215736,
57422.2218643,1.81685215736,
57548.1477895,1.81669215736,
57674.0737146,1.81653215736,
57799.9996398,1.81637215736,
57925.9255649,1.81621215736,
58051.85149,1.81605215736,
58177.7774152,1.81589215736,
58303.7033403,1.81573215736,
58429.6292655,1.81557215736,
58555.5551906,1.81541215736,
58681.4811157,1.81525215736,
58807.4070409,1.81509215736,
58933.332966,1.81493215736,
59059.2588912,1.81477215736,
59185.1848163,1.81461215736,
59311.1107415,1.81445215736,
59437.0366666,1.81429215736,
59562.9625917,1.81413215736,
59688.8885169,1.81397215736,
59814.814442,1.81381215736,
59940.7403672,1.81365215736,
60066.6662923,1.81349215736,
60192.5922174,1.81333215736,
60318.5181426,1.81317215736,
60444.4440677,1.81301215736,
60570.3699929,1.81285215736,
60696.295918,1.81269215736,
60822.2218431,1.81253215736,
60948.1477683,1.81237215736,
61074.0736934,1.81221215736,
61199.9996186,1.81205215736,
61325.9255437,1.81189215736,
61451.8514689,1.81173215736,
61577.777394,1.81157215736,
61703.7033191,1.81141215736,
61829.6292443,1.81125215736,
61955.5551694,1.81109215736,
62081.4810946,1.81093215736,
62207.4070197,1.81077215736,
62333.3329448,1.81061215736,
62459.25887,1.81045215736,
62585.1847951,1.81029215736,
62711.1107203,1.81013215736,
62837.0366454,1.80997215736,
62962.9625705,1.80981215736,
